State,Ag.District,County,Year,NPP_C,SD_NPP,yield_C,SD_yield,area_ha,area_sd
INDIANA,CENTRAL,MADISON,2020,571837.9542,48594.73941,236833.7792,5383.694126,73779.10708,368.8831814
INDIANA,CENTRAL,MARION,2015,38136.52646,3315.230913,15807.6265,720.9398822,6212.531688,83.08893281
INDIANA,CENTRAL,MARION,2017,12112.04659,1427.216424,4243.464643,137.6396046,3642.057356,19.30511143
INDIANA,CENTRAL,MARION,2018,1541.943901,390.6796845,782.7793448,193.7865499,201.2943213,44.68286002
INDIANA,CENTRAL,MARION,2019,25883.4946,2271.148484,10379.3669,421.3543996,5139.814378,37.32522779
INDIANA,CENTRAL,MARION,2020,21843.61074,2809.953963,9751.632764,642.2543027,2091.516713,39.32029956
INDIANA,CENTRAL,MORGAN,2015,204925.5496,17832.84197,85442.92393,2192.34204,33549.47309,219.9988577
INDIANA,CENTRAL,MORGAN,2016,230403.4578,19260.28454,97158.71554,2610.388921,35486.59776,482.4065657
INDIANA,CENTRAL,MORGAN,2017,215649.6054,18261.53699,90347.44657,2357.590705,34924.74818,394.912975
INDIANA,CENTRAL,MORGAN,2018,262151.2236,21947.07526,109796.8675,2791.86241,37224.486,423.3548572
INDIANA,CENTRAL,MORGAN,2019,1377.874754,188.9551079,444.7442771,31.8754482,242.897524,15.36390865
INDIANA,CENTRAL,MORGAN,2020,226082.3736,19071.04746,92996.96689,2293.602892,32134.56297,189.4085666
INDIANA,CENTRAL,OTHER (COMBINED) COUNTIES,2015,67181.6879,9673.87656,31241.72445,4702.55395,14409.88138,1855.688639
INDIANA,CENTRAL,OTHER (COMBINED) COUNTIES,2016,459762.2837,38251.29313,197088.0657,7025.477195,62295.29299,1265.165395
INDIANA,CENTRAL,OTHER (COMBINED) COUNTIES,2017,293219.1838,28179.52236,132399.1285,6400.592079,38800.8666,1822.449568
INDIANA,CENTRAL,OTHER (COMBINED) COUNTIES,2018,519846.8056,38963.97222,208057.6581,7039.231869,87923.01786,2040.044303
INDIANA,CENTRAL,OTHER (COMBINED) COUNTIES,2019,1411900.262,119787.2961,580210.851,16864.11047,226584.0155,834.171666
INDIANA,CENTRAL,RUSH,2015,584680.562,49176.4849,244014.4294,5756.689109,86130.66208,706.4454801
INDIANA,CENTRAL,RUSH,2016,650912.7648,55261.05552,271803.2781,6353.808504,85679.70403,682.6734489
INDIANA,CENTRAL,RUSH,2017,614813.5712,51920.00888,256227.1609,6013.240331,86272.20249,680.8636368
INDIANA,CENTRAL,RUSH,2018,666333.9524,56840.88473,277845.8537,6520.109143,87983.69843,669.5625587
INDIANA,CENTRAL,RUSH,2019,602819.509,51566.88063,250827.5036,5974.546484,85357.64335,664.476253
INDIANA,CENTRAL,RUSH,2020,669384.7878,56835.20876,277859.2675,6523.030572,86078.44951,641.4807555
INDIANA,CENTRAL,SHELBY,2015,474235.6833,39142.27454,195504.0562,4866.106996,77094.11117,535.9014097
INDIANA,CENTRAL,SHELBY,2016,524720.4265,43490.69631,215427.6376,5354.809005,77296.32137,529.8332855
INDIANA,CENTRAL,SHELBY,2017,531971.2289,43717.24899,218697.3918,5386.995012,78909.3262,530.0682877
INDIANA,CENTRAL,SHELBY,2018,556868.9757,47422.40236,231175.7215,5888.889044,78104.04121,528.4511706
INDIANA,CENTRAL,SHELBY,2019,490591.1592,41538.27941,202906.4107,5161.610507,78107.67295,530.7653336
INDIANA,CENTRAL,SHELBY,2020,564032.3518,48066.7285,233642.2055,5978.05877,76766.26323,527.5297979
INDIANA,CENTRAL,TIPTON,2015,391174.3301,33621.98259,162341.8855,4233.855121,58371.68754,399.3310136
INDIANA,CENTRAL,TIPTON,2016,455918.2744,38791.92541,188180.0433,4842.505212,58767.40404,390.7297369
INDIANA,CENTRAL,TIPTON,2017,410184.3394,34921.1227,169087.0994,4392.007268,59697.74587,398.3497076
INDIANA,CENTRAL,TIPTON,2018,305902.2575,35172.22913,136574.6415,4699.138815,26104.06972,341.8875268
INDIANA,CENTRAL,TIPTON,2019,365964.6514,30846.01941,150563.1247,3894.320378,55849.31645,355.3600187
INDIANA,CENTRAL,TIPTON,2020,475615.7669,41220.78842,197490.0569,5282.780799,56899.3377,383.2897691
INDIANA,EAST CENTRAL,BLACKFORD,2015,136255.3279,10708.23616,55146.9539,1179.343055,29254.54291,207.7982859
INDIANA,EAST CENTRAL,BLACKFORD,2016,211883.5237,16637.58569,85438.3646,1801.382262,31879.13595,219.925279
INDIANA,EAST CENTRAL,BLACKFORD,2017,190675.3204,15180.81373,76905.81577,1644.316828,31222.53243,200.6557149
INDIANA,EAST CENTRAL,BLACKFORD,2018,214718.5196,17317.269,87387.90218,1891.563381,31646.14206,211.2586587
INDIANA,EAST CENTRAL,BLACKFORD,2019,80228.16386,9185.522522,28047.27413,898.2467527,19791.34401,128.6745998
INDIANA,EAST CENTRAL,BLACKFORD,2020,121401.0637,13356.20104,53759.58721,1519.390473,12100.24581,154.1715798
INDIANA,EAST CENTRAL,DELAWARE,2015,318667.3586,26473.547,129944.789,2934.822906,62282.07184,365.9265968
INDIANA,EAST CENTRAL,DELAWARE,2016,414677.2806,34556.1028,170634.2027,3939.523169,63410.84205,401.698729
INDIANA,EAST CENTRAL,DELAWARE,2017,368224.5567,30161.59262,150262.8259,3412.902053,64624.09084,386.2728934
INDIANA,EAST CENTRAL,DELAWARE,2018,448653.9985,37390.85616,184399.1665,4207.81821,63453.78695,363.8839875
INDIANA,EAST CENTRAL,DELAWARE,2019,303261.2694,24833.64525,122576.918,2726.626718,55966.40332,298.2001696
INDIANA,EAST CENTRAL,DELAWARE,2020,432235.8357,36461.73421,178433.9061,4142.886017,60985.14028,368.0581604
INDIANA,EAST CENTRAL,FAYETTE,2015,200338.0018,16902.59907,82516.40224,2322.394896,29300.19518,191.7908534
INDIANA,EAST CENTRAL,FAYETTE,2016,207270.0912,17411.79954,86098.38197,2461.374724,30222.39136,269.3873301
INDIANA,EAST CENTRAL,FAYETTE,2017,195661.3048,15896.57032,81641.6603,2372.818964,30702.92155,323.1748934
INDIANA,EAST CENTRAL,FAYETTE,2018,228931.6415,20078.48167,95705.94798,2840.749195,30878.31001,227.2658608
INDIANA,EAST CENTRAL,FAYETTE,2019,197859.3225,17189.54361,82278.69706,2411.466865,29823.4868,192.2880493
INDIANA,EAST CENTRAL,FAYETTE,2020,216716.343,18681.28581,89772.64838,2562.667644,29543.17443,195.3134549
INDIANA,EAST CENTRAL,HENRY,2015,400306.7498,32373.08066,165124.2352,4728.84223,65372.61383,530.2777212
INDIANA,EAST CENTRAL,HENRY,2016,480351.0192,39398.36133,198964.3917,5840.396823,68344.44631,604.880973
INDIANA,EAST CENTRAL,HENRY,2017,395137.4252,33450.84557,162361.0252,4627.52145,64883.19427,409.6163417
INDIANA,EAST CENTRAL,HENRY,2018,473848.5811,39192.27523,196249.1182,5732.785529,67589.91887,609.350135
INDIANA,EAST CENTRAL,HENRY,2019,122374.1789,13674.6957,42676.9235,1344.5041,34643.35244,197.4855548
INDIANA,EAST CENTRAL,HENRY,2020,477517.9646,41569.15871,197823.9548,5774.406399,64670.18772,424.4073122
INDIANA,EAST CENTRAL,JAY,2015,306994.8114,23901.86596,122712.887,2930.727576,68766.69247,488.8341012
INDIANA,EAST CENTRAL,JAY,2016,471729.0748,37400.28774,190556.5539,4648.437377,72462.33097,513.3921935
INDIANA,EAST CENTRAL,JAY,2017,413521.79,33039.37369,167653.8035,4093.530724,72915.72748,495.6381835
INDIANA,EAST CENTRAL,JAY,2018,495163.4065,39870.80276,200800.0441,4934.399943,72566.64415,504.4753165
INDIANA,EAST CENTRAL,JAY,2019,342999.3656,27620.95913,137868.2374,3310.48027,62770.01344,392.879146
INDIANA,EAST CENTRAL,JAY,2020,471748.2802,38494.84876,192374.1875,4771.603355,72321.63379,497.1344826
INDIANA,EAST CENTRAL,OTHER (COMBINED) COUNTIES,2015,49138.13892,8190.092353,24137.68836,4027.494101,9315.175668,1333.159001
INDIANA,EAST CENTRAL,OTHER (COMBINED) COUNTIES,2016,53390.64228,8732.419461,25832.89227,4323.01026,8860.659702,1212.091045
INDIANA,EAST CENTRAL,OTHER (COMBINED) COUNTIES,2017,60041.62763,12690.19353,30489.99987,6271.017139,12026.56964,2096.574201
INDIANA,EAST CENTRAL,OTHER (COMBINED) COUNTIES,2018,50331.99487,10040.81699,25562.23853,4993.859067,11030.28022,1872.481722
INDIANA,EAST CENTRAL,OTHER (COMBINED) COUNTIES,2019,317687.7308,36725.07682,141131.9114,5623.322684,35248.04271,240.7079909
INDIANA,EAST CENTRAL,RANDOLPH,2015,486227.3393,40486.23322,200719.8967,5839.137802,86265.03439,1088.077322
INDIANA,EAST CENTRAL,RANDOLPH,2016,586978.3343,48502.98089,241713.9306,7009.436368,89405.52458,1119.219538
INDIANA,EAST CENTRAL,RANDOLPH,2017,557428.3714,47476.74039,229772.9068,6782.681737,88532.04323,1085.01095
INDIANA,EAST CENTRAL,RANDOLPH,2018,621691.1927,53137.1846,256525.0254,7624.529729,89590.46762,1098.459846
INDIANA,EAST CENTRAL,RANDOLPH,2019,493481.621,41679.12392,202536.4411,5945.140276,80459.49231,947.871516
INDIANA,EAST CENTRAL,RANDOLPH,2020,635971.1944,54504.26373,262299.4252,7721.988983,89037.84118,1118.783839
INDIANA,EAST CENTRAL,UNION,2015,179323.1652,15183.44428,75337.97746,1932.400475,26275.09449,240.4337501
INDIANA,EAST CENTRAL,UNION,2016,190281.3047,15883.32697,79699.34853,2046.344829,26883.68908,252.1157693
INDIANA,EAST CENTRAL,UNION,2017,185984.122,15876.73905,77385.0063,1929.733368,26138.26873,196.0648443
INDIANA,EAST CENTRAL,UNION,2018,200547.4441,17397.47597,83553.17517,2090.51905,26183.39155,188.3954792
INDIANA,EAST CENTRAL,UNION,2019,178129.4987,15887.64673,74823.42185,1935.856642,25978.60954,194.1984401
INDIANA,EAST CENTRAL,UNION,2020,208210.9662,18033.5093,86616.79369,2170.734223,26019.48341,185.7691045
INDIANA,EAST CENTRAL,WAYNE,2015,362647.4305,29702.76593,151252.0044,4142.204418,56734.54165,537.0340577
INDIANA,EAST CENTRAL,WAYNE,2016,369926.6766,30098.25505,153008.5238,3910.926798,55555.09538,447.8735054
INDIANA,EAST CENTRAL,WAYNE,2017,356882.4544,29992.5343,146864.9597,3754.677428,54762.12728,319.7835622
INDIANA,EAST CENTRAL,WAYNE,2018,391451.9282,33137.78897,161526.8095,4148.263971,54873.61436,320.8630833
INDIANA,EAST CENTRAL,WAYNE,2019,330175.2012,27971.50455,136624.3823,3558.32757,52733.8009,323.4294316
INDIANA,EAST CENTRAL,WAYNE,2020,386462.7491,32691.86513,159597.502,4107.777607,53741.50052,314.4074638
INDIANA,NA,OTHER COUNTIES,2020,311773.9231,22036.4789,112951.8947,2357.693869,59494.51851,449.4130032
INDIANA,NORTH CENTRAL,CARROLL,2015,464253.6504,39993.99948,194234.2233,5123.750119,70947.90858,563.4378493
INDIANA,NORTH CENTRAL,CARROLL,2016,568493.5548,50000.78446,239100.3895,6350.700001,70582.35837,550.3236457
INDIANA,NORTH CENTRAL,CARROLL,2017,519287.6373,45743.57221,217133.6011,5849.127439,71196.64699,507.0612352
INDIANA,NORTH CENTRAL,CARROLL,2018,573192.9991,48981.31235,237727.533,6164.024479,72558.13866,532.0657631
INDIANA,NORTH CENTRAL,CARROLL,2019,542549.192,48036.62769,227690.4193,6196.719527,70244.35198,549.6094976
INDIANA,NORTH CENTRAL,CARROLL,2020,572408.6977,50287.74466,239199.233,6358.47512,68994.81526,481.7945173
INDIANA,NORTH CENTRAL,CASS,2015,412844.9374,34991.92882,173449.3572,4498.451719,72499.9029,619.5719913
INDIANA,NORTH CENTRAL,CASS,2016,561843.52,48835.1825,236836.3617,6156.067576,73117.58285,612.5899071
INDIANA,NORTH CENTRAL,CASS,2017,509889.8252,44097.35709,214298.7809,5549.491578,72697.80089,581.4521882
INDIANA,NORTH CENTRAL,CASS,2018,540207.3401,47240.49973,225625.8233,5770.275671,70252.14732,478.6363626
INDIANA,NORTH CENTRAL,CASS,2019,6521.395854,945.5483418,2104.923581,179.1675144,1134.640229,87.27715257
INDIANA,NORTH CENTRAL,CASS,2020,564937.5379,50663.73043,237819.8118,6271.462179,71422.23462,498.0031745
INDIANA,NORTH CENTRAL,ELKHART,2015,250630.7104,21108.14616,107614.1987,5603.851656,39125.38793,1170.504681
INDIANA,NORTH CENTRAL,ELKHART,2016,226938.0196,20502.44656,94814.05664,3212.173378,34482.35943,492.5750651
INDIANA,NORTH CENTRAL,ELKHART,2017,223410.4627,19798.66875,92914.63073,3026.699509,33010.70696,366.0347179
INDIANA,NORTH CENTRAL,ELKHART,2018,223990.8587,19797.85965,92974.4153,3060.090088,32626.53395,462.0310855
INDIANA,NORTH CENTRAL,ELKHART,2019,178593.0063,15923.3494,74351.45858,2410.512414,29907.70449,279.0822984
INDIANA,NORTH CENTRAL,ELKHART,2020,240441.1409,22146.36984,101178.5701,3392.633768,33833.08467,372.9153048
INDIANA,NORTH CENTRAL,FULTON,2015,397641.3505,35472.20221,169399.4085,4324.537532,66312.16241,568.1838224
INDIANA,NORTH CENTRAL,FULTON,2016,482562.9053,42137.74896,204879.508,5185.135319,65556.01392,574.8126231
INDIANA,NORTH CENTRAL,FULTON,2017,520509.5783,46333.3909,221363.4879,5514.643969,66324.19166,577.5718451
INDIANA,NORTH CENTRAL,FULTON,2018,479614.9416,42793.66821,202219.5421,4926.840588,63338.88662,426.6083565
INDIANA,NORTH CENTRAL,FULTON,2019,426388.9684,38257.46024,179955.913,4395.343404,61469.62056,414.0130616
INDIANA,NORTH CENTRAL,FULTON,2020,466296.9404,42135.83234,197090.4658,4906.667298,63942.07072,427.4371836
INDIANA,NORTH CENTRAL,KOSCIUSKO,2015,520245.5155,47801.16508,219271.6317,7377.34882,75435.19405,615.8188556
INDIANA,NORTH CENTRAL,KOSCIUSKO,2016,542609.0604,47510.83113,229572.6448,7733.551836,78801.64664,798.7920788
INDIANA,NORTH CENTRAL,KOSCIUSKO,2017,541551.5122,47694.32668,228742.7213,7450.074232,80319.19003,793.2509919
INDIANA,NORTH CENTRAL,KOSCIUSKO,2018,547863.4017,47726.00337,227383.765,7162.554561,75882.56288,596.7469986
INDIANA,NORTH CENTRAL,KOSCIUSKO,2019,502907.5226,46466.0047,212337.8721,7122.266419,72881.66782,590.353299
INDIANA,NORTH CENTRAL,KOSCIUSKO,2020,508831.7557,45979.96775,213569.2503,7082.30832,74667.98129,581.3974778
INDIANA,NORTH CENTRAL,MARSHALL,2015,389576.8088,33846.08216,165301.5355,5141.710109,64570.26118,687.6383059
INDIANA,NORTH CENTRAL,MARSHALL,2016,453285.0894,39813.72075,192732.9683,5908.101181,64579.38959,734.4215227
INDIANA,NORTH CENTRAL,MARSHALL,2017,480067.5002,42621.49341,204383.7648,6400.867373,65689.30527,805.8165401
INDIANA,NORTH CENTRAL,MARSHALL,2018,449503.4117,40934.10284,189294.8312,5660.839277,63577.57967,481.3016813
INDIANA,NORTH CENTRAL,MARSHALL,2019,290366.6034,33648.95222,129636.0373,4782.933836,33994.52646,440.9917108
INDIANA,NORTH CENTRAL,MARSHALL,2020,444941.5134,41137.16569,188397.0962,5770.903267,63535.08598,483.903337
INDIANA,NORTH CENTRAL,MIAMI,2015,337060.5449,27876.30235,137200.3466,3659.080214,63054.03246,342.7764459
INDIANA,NORTH CENTRAL,MIAMI,2016,405076.7434,32166.464,166554.7726,4576.854896,63812.02925,501.8597247
INDIANA,NORTH CENTRAL,MIAMI,2017,363092.778,29651.51074,147780.3454,3949.067334,62148.58221,347.5268928
INDIANA,NORTH CENTRAL,MIAMI,2018,407487.1287,33552.78961,167941.5469,4606.777462,62208.96602,498.1016506
INDIANA,NORTH CENTRAL,MIAMI,2019,125081.1177,14641.61436,43822.23067,1302.049481,33708.22638,237.6842789
INDIANA,NORTH CENTRAL,MIAMI,2020,406828.0494,34333.41319,167214.3464,4646.004493,61919.45437,333.153508
INDIANA,NORTH CENTRAL,OTHER (COMBINED) COUNTIES,2015,62940.81805,12229.3857,31965.77202,6079.988439,10678.18193,1652.668871
INDIANA,NORTH CENTRAL,OTHER (COMBINED) COUNTIES,2016,81463.86485,12181.25533,37654.45894,5886.228669,11782.26101,1467.337011
INDIANA,NORTH CENTRAL,OTHER (COMBINED) COUNTIES,2017,65929.1761,14501.27701,33487.92261,7195.834397,11287.99527,2043.841857
INDIANA,NORTH CENTRAL,OTHER (COMBINED) COUNTIES,2018,124976.2256,22655.10551,58134.4493,11108.21151,23157.09217,3709.615034
INDIANA,NORTH CENTRAL,OTHER (COMBINED) COUNTIES,2019,792997.0593,71726.89778,333282.7683,10684.11863,121645.6396,495.3268944
INDIANA,NORTH CENTRAL,ST. JOSEPH,2015,291061.4436,28262.66308,122979.1713,5662.783802,46640.35066,391.6490786
INDIANA,NORTH CENTRAL,ST. JOSEPH,2016,293307.0999,27943.74181,124910.9913,5747.643237,44793.9217,475.0792664
INDIANA,NORTH CENTRAL,ST. JOSEPH,2017,317402.0326,30173.9614,134821.9227,6040.509119,45719.86224,480.3807665
INDIANA,NORTH CENTRAL,ST. JOSEPH,2018,336209.1473,31608.05691,142321.9901,6336.527558,49813.59584,518.0375396
INDIANA,NORTH CENTRAL,ST. JOSEPH,2019,259422.3145,24729.99086,108729.361,4905.316161,43257.54103,343.902752
INDIANA,NORTH CENTRAL,ST. JOSEPH,2020,318027.6248,30298.70072,133334.3101,5994.113045,48277.49504,379.7837877
INDIANA,NORTH CENTRAL,WABASH,2015,363536.5047,29548.43794,150008.4057,3616.642546,67023.75573,548.6293705
INDIANA,NORTH CENTRAL,WABASH,2016,463739.689,38280.69712,190220.6671,4551.228924,68549.75126,505.8659591
INDIANA,NORTH CENTRAL,WABASH,2017,423661.0233,34929.51158,174447.6661,4195.741374,68863.16645,519.5387434
INDIANA,NORTH CENTRAL,WABASH,2018,501420.9406,40915.68536,205501.8391,4837.091982,69723.32904,518.3815164
INDIANA,NORTH CENTRAL,WABASH,2019,405753.2363,33922.61646,166762.3014,3992.218052,62690.81472,453.6996166
INDIANA,NORTH CENTRAL,WABASH,2020,431230.0517,36267.22159,177995.4683,4346.262396,67539.9725,491.4751968
INDIANA,NORTHEAST,ADAMS,2015,244482.0873,19012.21255,99721.87349,2777.292938,57696.26646,502.1190512
INDIANA,NORTHEAST,ADAMS,2016,370946.3771,29182.02596,148925.5943,3738.069512,59444.3946,373.0951323
INDIANA,NORTHEAST,ADAMS,2017,349499.7515,28083.24059,141093.436,3570.591366,59366.06743,327.8683905
INDIANA,NORTHEAST,ADAMS,2018,409136.66,33003.77422,165532.6007,4185.927882,59323.20738,341.1090325
INDIANA,NORTHEAST,ADAMS,2019,271822.5793,21753.04553,108469.3203,2660.712758,49490.07106,281.1522478
INDIANA,NORTHEAST,ADAMS,2020,385380.7463,31471.61294,156819.1988,4021.664136,59037.83932,333.7907558
INDIANA,NORTHEAST,ALLEN,2015,352423.2509,27347.44039,145131.6245,4826.866016,74141.338,857.8447477
INDIANA,NORTHEAST,ALLEN,2016,493513.6743,37687.05812,201818.2141,6101.984013,79910.78797,953.1690359
INDIANA,NORTHEAST,ALLEN,2017,475959.4645,36131.40911,194345.887,5779.542012,80736.80211,936.6988521
INDIANA,NORTHEAST,ALLEN,2018,522335.2952,40454.31839,212438.0097,5950.373317,79682.53846,936.3167372
INDIANA,NORTHEAST,ALLEN,2019,378980.3646,30138.55296,151859.5736,4000.647371,64224.91174,489.4232998
INDIANA,NORTHEAST,ALLEN,2020,456924.9648,37046.03659,185274.8679,5024.172953,74789.85394,525.6483636
INDIANA,NORTHEAST,DE KALB,2015,102796.6003,11495.89857,37825.25635,2050.980662,29057.2138,381.9630047
INDIANA,NORTHEAST,DE KALB,2016,288595.9371,21403.35443,115365.7446,3588.877151,51962.71725,509.618245
INDIANA,NORTHEAST,DE KALB,2017,299557.4656,22940.6469,120788.2817,3696.633379,53457.00873,503.2721703
INDIANA,NORTHEAST,DE KALB,2018,293988.4557,22692.06172,118344.1528,3656.747162,53669.87842,512.2005584
INDIANA,NORTHEAST,DE KALB,2019,242034.0577,18942.88211,95799.21243,2839.598013,42610.90701,298.5242359
INDIANA,NORTHEAST,DE KALB,2020,248998.3466,19727.83058,98967.94314,2937.270801,50786.50372,303.9549749
INDIANA,NORTHEAST,HUNTINGTON,2015,316531.8763,25436.72757,128486.9595,3105.665762,65627.19309,463.0751099
INDIANA,NORTHEAST,HUNTINGTON,2016,164469.4887,18801.71479,58684.12766,2068.277892,37287.50719,259.4679959
INDIANA,NORTHEAST,HUNTINGTON,2017,374967.5818,30400.73572,153258.68,3819.952715,64426.10104,470.7203378
INDIANA,NORTHEAST,HUNTINGTON,2018,406059.2282,32415.65986,162676.1471,3867.070835,64263.50666,402.63029
INDIANA,NORTHEAST,HUNTINGTON,2019,332283.1899,27365.75132,133948.2696,3277.500687,55032.42156,316.9264521
INDIANA,NORTHEAST,HUNTINGTON,2020,437718.2317,35978.26915,178388.0029,4393.553859,65279.25186,433.4148211
INDIANA,NORTHEAST,LAGRANGE,2015,232744.1126,22008.9062,100753.7706,6875.835053,37735.90955,1409.459657
INDIANA,NORTHEAST,LAGRANGE,2016,212071.3746,19467.94721,90649.31791,5847.773676,34777.44701,912.9023381
INDIANA,NORTHEAST,LAGRANGE,2017,212102.9981,20240.66886,92506.75619,6631.781933,36058.81872,1512.364285
INDIANA,NORTHEAST,LAGRANGE,2018,216374.7744,20182.05527,93081.45115,6518.843627,36664.95939,1468.633765
INDIANA,NORTHEAST,LAGRANGE,2019,164774.4279,17048.4339,69011.91421,4317.433693,29381.9158,325.4114376
INDIANA,NORTHEAST,LAGRANGE,2020,190998.5573,19578.0737,79925.02368,4926.028894,31286.24373,346.4040903
INDIANA,NORTHEAST,NOBLE,2015,335404.9037,28989.8577,141619.1951,5650.310362,52035.98038,649.0330648
INDIANA,NORTHEAST,NOBLE,2016,320450.6853,27010.40613,133908.8771,5238.682181,50840.53226,676.846902
INDIANA,NORTHEAST,NOBLE,2017,330339.6035,27921.92447,138600.9416,5531.916356,51558.70041,766.1688175
INDIANA,NORTHEAST,NOBLE,2018,325388.7918,29074.89183,134734.0057,5137.971979,50464.10877,279.8897864
INDIANA,NORTHEAST,NOBLE,2019,342486.8796,30937.92131,142367.9254,5421.284638,49694.88472,293.7876312
INDIANA,NORTHEAST,NOBLE,2020,334372.8264,30246.60931,139067.6631,5375.228902,50178.76017,285.125397
INDIANA,NORTHEAST,OTHER (COMBINED) COUNTIES,2015,323935.9929,32487.46527,141397.021,5339.707301,42027.4225,966.8637338
INDIANA,NORTHEAST,OTHER (COMBINED) COUNTIES,2016,613851.2739,65058.47273,273107.9133,10504.66917,67479.57975,1144.177906
INDIANA,NORTHEAST,OTHER (COMBINED) COUNTIES,2017,49756.27709,7205.665418,23044.23812,3481.961226,9005.405113,1059.679698
INDIANA,NORTHEAST,OTHER (COMBINED) COUNTIES,2018,57016.96933,11276.82831,28952.13835,5576.544012,12501.99586,2023.258512
INDIANA,NORTHEAST,OTHER (COMBINED) COUNTIES,2019,547604.9673,45904.86016,223763.642,6356.925796,87451.76989,320.1233531
INDIANA,NORTHEAST,STEUBEN,2015,73359.29955,8616.059674,29433.65072,3100.879744,16284.62741,664.0122844
INDIANA,NORTHEAST,STEUBEN,2016,201420.9807,17538.65656,86184.04886,3563.439696,32290.79067,609.5398102
INDIANA,NORTHEAST,STEUBEN,2017,204151.6369,16517.83174,85095.20295,3067.031881,33796.08373,619.311591
INDIANA,NORTHEAST,STEUBEN,2018,199737.359,16475.52414,83665.5908,3032.535409,34513.06913,619.7694647
INDIANA,NORTHEAST,STEUBEN,2019,8073.736273,1170.93363,2605.829231,220.2469562,1578.490482,117.5769513
INDIANA,NORTHEAST,STEUBEN,2020,179266.2242,16512.50491,75463.86487,2692.833798,30958.75854,294.174637
INDIANA,NORTHEAST,WELLS,2015,315631.4039,25761.30533,128898.3874,3145.792686,70727.44501,517.41161
INDIANA,NORTHEAST,WELLS,2016,205701.9017,23246.9118,71768.42158,2517.850531,43305.34955,274.5800525
INDIANA,NORTHEAST,WELLS,2017,477793.698,39855.10312,196107.2847,4858.026575,74948.32415,498.0669471
INDIANA,NORTHEAST,WELLS,2018,529566.2277,43979.16665,216810.5453,5316.075219,72842.41313,491.7837077
INDIANA,NORTHEAST,WELLS,2019,7159.955493,1038.975018,2310.557563,193.2259811,1375.997867,93.01550328
INDIANA,NORTHEAST,WELLS,2020,504751.3143,41971.8554,206940.0116,5098.029916,73451.51367,503.31272
INDIANA,NORTHEAST,WHITLEY,2015,282663.4934,22686.9594,117470.9392,3069.717741,53353.05251,519.2490096
INDIANA,NORTHEAST,WHITLEY,2016,349348.206,27323.24427,143667.9713,3629.753048,53546.51351,498.7476864
INDIANA,NORTHEAST,WHITLEY,2017,346708.4362,27767.84967,143448.3843,3706.879455,53627.30864,538.1159697
INDIANA,NORTHEAST,WHITLEY,2018,368073.4311,29500.61819,152102.6224,3907.07164,55319.47136,547.9251012
INDIANA,NORTHEAST,WHITLEY,2019,315077.9185,26077.501,129366.972,3277.105102,48934.06708,353.266298
INDIANA,NORTHEAST,WHITLEY,2020,340956.5011,28331.1663,140539.3416,3550.08602,55081.59323,400.2291349
INDIANA,NORTHWEST,BENTON,2015,653264.8686,57822.81156,274496.2037,6928.302552,93232.3044,533.145199
INDIANA,NORTHWEST,BENTON,2016,738896.2859,65789.17981,310867.7622,7871.202082,92461.88979,531.4619251
INDIANA,NORTHWEST,BENTON,2017,723260.6232,64659.40663,304351.7612,7695.950265,91790.78033,522.6570112
INDIANA,NORTHWEST,BENTON,2018,750087.4462,64483.49493,313001.1847,7650.606712,93517.68451,558.3778209
INDIANA,NORTHWEST,BENTON,2019,669406.0711,60014.96913,282104.334,7177.336164,91295.68345,513.4266325
INDIANA,NORTHWEST,BENTON,2020,724870.8051,62714.14405,302329.2157,7451.397774,91295.23915,514.0163809
INDIANA,NORTHWEST,JASPER,2015,445167.6514,40784.53824,187111.391,6946.705657,100660.136,1216.59473
INDIANA,NORTHWEST,JASPER,2016,783756.1562,75627.19121,334811.5743,12946.71881,102830.2664,1286.835082
INDIANA,NORTHWEST,JASPER,2017,739664.0212,70982.70758,314218.7086,11913.84536,100478.4884,1190.317729
INDIANA,NORTHWEST,JASPER,2018,681315.4219,63268.85147,287518.4272,10559.56985,97896.41968,1153.910286
INDIANA,NORTHWEST,JASPER,2020,688010.4229,66333.6072,292427.5281,11377.07184,94513.89538,1139.843385
INDIANA,NORTHWEST,LA PORTE,2015,560396.5237,47504.56562,235754.2094,6835.394149,87336.0693,842.2846581
INDIANA,NORTHWEST,LA PORTE,2016,559577.0721,48032.46369,236469.1769,6852.087737,85171.54649,765.595753
INDIANA,NORTHWEST,LA PORTE,2017,546319.2141,47229.93383,230185.2973,6644.298635,86007.87678,747.296184
INDIANA,NORTHWEST,LA PORTE,2018,537954.2024,46505.85411,223813.893,6298.452962,80692.01296,585.3870016
INDIANA,NORTHWEST,LA PORTE,2019,478901.1155,42335.67096,200166.4271,5654.010387,78423.87557,529.6280599
INDIANA,NORTHWEST,LA PORTE,2020,485595.4156,42364.57929,202494.3392,5684.652036,80447.873,581.2180168
INDIANA,NORTHWEST,LAKE,2015,242884.7212,21459.72085,101576.8154,3126.029466,42107.37478,862.0460532
INDIANA,NORTHWEST,LAKE,2016,285014.2574,25353.48101,119446.8331,3701.643442,41156.97903,860.8923352
INDIANA,NORTHWEST,LAKE,2017,300280.4412,26610.5134,126499.9409,3905.737172,42700.5618,905.5475727
INDIANA,NORTHWEST,LAKE,2018,88080.59347,10777.25608,31068.54962,1564.968747,21040.70769,728.590528
